date,cause,temp,district
12PM 16-Oct-11,Electrical connection,29.5,Sampaloc
8PM 17-Oct-11,Electrical connection,28.75,Pandacan
1PM 18-Oct-11,"LPG Leak, Gas, Keresone, Charcoal Stove",27.25,Sampaloc
3PM 18-Oct-11,Electrical connection,27.25,Santa Ana
6PM 18-Oct-11,"LPG Leak, Gas, Keresone, Charcoal Stove",27.25,Binondo
7PM 18-Oct-11,Electrical connection,27.25,Santa Cruz
9PM 19-Oct-11,Under Investigation,27.5,Tondo
6PM 20-Oct-11,Electrical connection,28.5,Tondo
11PM 20-Oct-11,Electrical connection,28.5,Santa Ana
12AM 21-Oct-11,Electrical connection,27.5,Tondo
7PM 21-Oct-11,Electrical connection,27.5,Malate
12PM 22-Oct-11,Air-conditioned Fire/Air-cooler/Fan,27.75,Paco
5PM 22-Oct-11,Under Investigation,27.75,Malate
6PM 23-Oct-11,Cigarette Butt,28.25,Sampaloc
8AM 25-Oct-11,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",28.75,Sampaloc
8PM 28-Oct-11,"LPG Leak, Gas, Keresone, Charcoal Stove",28.75,Sampaloc
4AM 30-Oct-11,Under Investigation,26.66,Tondo
1PM 30-Oct-11,Electrical connection,26.66,San Miguel
4PM 30-Oct-11,Electrical connection,26.66,Tondo
10PM 30-Oct-11,Electrical connection,26.66,Ermita
3PM 31-Oct-11,"LPG Leak, Gas, Keresone, Charcoal Stove",25.33,Binondo
11AM 1-Nov-11,Chimney Fire,28.75,Tondo
3PM 1-Nov-11,"LPG Leak, Gas, Keresone, Charcoal Stove",28.75,Tondo
2PM 2-Nov-11,Electrical connection,26.75,Ermita
11AM 3-Nov-11,Candle,26.5,Pandacan
12PM 4-Nov-11,Under Investigation,25.25,Sampaloc
1AM 4-Nov-11,Electrical connection,25.25,Sampaloc
3AM 4-Nov-11,Cigarette Butt,25.25,Ermita
3PM 5-Nov-11,Electrical connection,26.5,Binondo
8AM 6-Nov-11,Electrical connection,26,San Miguel
7PM 6-Nov-11,Electrical connection,26,Tondo
9PM 7-Nov-11,Electrical connection,29,Sampaloc
8AM 8-Nov-11,Electrical connection,29.25,Binondo
3PM 8-Nov-11,Electrical connection,29.25,Santa Ana
4PM 8-Nov-11,Electrical connection,29.25,San Nicolas
9PM 9-Nov-11,Electrical connection,29.25,Tondo
10AM 10-Nov-11,Electrical connection,29.5,Intramuros
7PM 10-Nov-11,Electrical connection,29.5,Tondo
9AM 11-Nov-11,Electrical connection,29.5,Santa Cruz
9PM 11-Nov-11,"LPG Leak, Gas, Keresone, Charcoal Stove",29.5,Intramuros
2AM 12-Nov-11,Electrical connection,28,Tondo
2PM 12-Nov-11,Electrical connection,28,Sampaloc
5PM 12-Nov-11,Air-conditioned Fire/Air-cooler/Fan,28,Tondo
12AM 13-Nov-11,Electrical connection,28.5,Intramuros
7PM 14-Nov-11,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",26.5,Tondo
1PM 15-Nov-11,Electrical connection,25.25,Tondo
7PM 16-Nov-11,Under Investigation,27.25,Tondo
7PM 17-Nov-11,Electrical connection,28,San Nicolas
10AM 18-Nov-11,Candle,30,Sampaloc
9AM 19-Nov-11,Electrical connection,27.5,Ermita
7PM 19-Nov-11,Electrical connection,27.5,Tondo
7AM 22-Nov-11,Electrical connection,25.5,Tondo
1PM 24-Nov-11,Electrical connection,27,Binondo
3PM 24-Nov-11,Electrical connection,27,Tondo
5PM 24-Nov-11,Under Investigation,27,Intramuros
6PM 24-Nov-11,Electrical connection,27,Tondo
9PM 24-Nov-11,Electrical connection,27,Sampaloc
6PM 26-Nov-11,Cigarette Butt,28.5,Malate
6PM 27-Nov-11,Electrical connection,27.75,Intramuros
10PM 28-Nov-11,Electrical connection,28.5,Tondo
1AM 29-Nov-11,Electrical connection,29,Binondo
10AM 29-Nov-11,Candle,29,Sampaloc
7PM 30-Nov-11,Under Investigation,27.25,Tondo
8PM 30-Nov-11,Electrical connection,27.25,Tondo
9PM 30-Nov-11,Electrical connection,27.25,Santa Ana
9PM 30-Nov-11,Electrical connection,27.25,Tondo
10AM 1-Dec-11,Electrical connection,27,Tondo
12AM 3-Dec-11,Chimney Fire,26.75,Malate
3PM 3-Dec-11,Electrical connection,26.75,Sampaloc
7PM 3-Dec-11,Electrical connection,26.75,Santa Ana
5PM 5-Dec-11,Electrical connection,27,Sampaloc
6PM 9-Dec-11,Christmas light,24.5,San Miguel
5AM 10-Dec-11,Under Investigation,26.75,Sampaloc
11AM 11-Dec-11,Electrical connection,27,Tondo
3PM 12-Dec-11,Electrical connection,28.5,Pandacan
9PM 12-Dec-11,Electrical connection,28.5,Pandacan
7AM 14-Dec-11,Electrical connection,27,Santa Cruz
12AM 16-Dec-11,Other,27.75,Tondo
6PM 16-Dec-11,Candle,27.75,Tondo
11AM 18-Dec-11,Electrical connection,25.25,Sampaloc
7PM 18-Dec-11,Electrical connection,25.25,Sampaloc
9PM 18-Dec-11,Electrical connection,25.25,Sampaloc
6PM 19-Dec-11,Electrical connection,27.75,Sampaloc
8PM 21-Dec-11,Open flame,26.75,Sampaloc
2AM 22-Dec-11,Candle,27,Tondo
11AM 22-Dec-11,Air-conditioned Fire/Air-cooler/Fan,27,Sampaloc
12PM 22-Dec-11,Electrical connection,27,Sampaloc
10AM 23-Dec-11,Air-conditioned Fire/Air-cooler/Fan,28.75,Santa Ana
2AM 24-Dec-11,Electrical connection,27,Tondo
2PM 24-Dec-11,Electrical connection,27,Santa Cruz
6PM 24-Dec-11,Electrical connection,27,Santa Ana
10PM 25-Dec-11,Cigarette Butt,25.75,Pandacan
12PM 26-Dec-11,Electrical connection,25.25,Santa Ana
12PM 26-Dec-11,Under Investigation,25.25,Sampaloc
5PM 27-Dec-11,Under Investigation,26.5,Santa Cruz
5PM 29-Dec-11,Electrical connection,27.75,Sampaloc
8PM 30-Dec-11,Electrical connection,28,Ermita
12PM 31-Dec-11,Open flame,26.75,Tondo
3PM 31-Dec-11,Under Investigation,26.75,Sampaloc
6PM 31-Dec-11,Under Investigation,26.75,San Miguel
11PM 31-Dec-11,Electrical connection,26.75,Sampaloc
6AM 1-Jan-12,Under Investigation,26,Sampaloc
6PM 1-Jan-12,Under Investigation,26,Binondo
10AM 3-Jan-12,Open flame,26,Sampaloc
12PM 6-Jan-12,Electrical connection,27,Tondo
9AM 7-Jan-12,Chimney Fire,27,Sampaloc
1PM 9-Jan-12,Under Investigation,28,Tondo
5AM 10-Jan-12,Air-conditioned Fire/Air-cooler/Fan,27,Sampaloc
6PM 11-Jan-12,Electrical connection,27,Tondo
12AM 12-Jan-12,Other,28,Tondo
6AM 12-Jan-12,Under Investigation,28,Santa Ana
8AM 13-Jan-12,Electrical connection,26,Tondo
4PM 13-Jan-12,Air-conditioned Fire/Air-cooler/Fan,26,Quiapo
8PM 15-Jan-12,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Sampaloc
7PM 17-Jan-12,Open flame,28,Quiapo
8AM 19-Jan-12,Chimney Fire,28,Binondo
4PM 19-Jan-12,Under Investigation,28,Tondo
2PM 20-Jan-12,Electrical connection,28,Binondo
2PM 21-Jan-12,Under Investigation,27,Paco
7PM 21-Jan-12,Under Investigation,27,Sampaloc
9AM 22-Jan-12,Electrical connection,27,Sampaloc
1PM 25-Jan-12,Matchstick and Lighter,26,Sampaloc
6PM 26-Jan-12,Electrical connection,27,Pandacan
5AM 27-Jan-12,Electrical connection,27,Sampaloc
12PM 28-Jan-12,Under Investigation,27,Sampaloc
4AM 30-Jan-12,Electrical connection,28,Tondo
6AM 30-Jan-12,Under Investigation,28,Sampaloc
12PM 31-Jan-12,Chimney Fire,27,Santa Ana
1PM 31-Jan-12,Electrical connection,27,Santa Cruz
5AM 1-Feb-12,Under Investigation,27,Quiapo
11PM 1-Feb-12,Candle,27,Santa Cruz
10PM 2-Feb-12,Open flame,27,Ermita
1AM 3-Feb-12,Christmas light,27,Sampaloc
9AM 3-Feb-12,Under Investigation,27,Malate
10AM 3-Feb-12,Electrical connection,27,Tondo
7PM 3-Feb-12,Electrical connection,27,Tondo
11AM 4-Feb-12,Electrical connection,25,Santa Ana
12AM 5-Feb-12,"LPG Leak, Gas, Keresone, Charcoal Stove",27,Tondo
12PM 5-Feb-12,Electrical connection,27,Santa Cruz
10PM 8-Feb-12,Electrical connection,27,Pandacan
6PM 9-Feb-12,Under Investigation,28,Santa Ana
8AM 10-Feb-12,Electrical connection,27,Santa Cruz
8PM 11-Feb-12,Electrical connection,28,Santa Ana
9PM 12-Feb-12,Electrical connection,25,Tondo
5PM 13-Feb-12,Other,26,Santa Cruz
6PM 13-Feb-12,Electrical connection,26,Port Area
7PM 13-Feb-12,Electrical connection,26,Tondo
3PM 14-Feb-12,Electrical connection,28,Intramuros
6PM 15-Feb-12,Open flame,28,Sampaloc
1PM 16-Feb-12,Electrical connection,26,Santa Ana
1PM 16-Feb-12,Electrical connection,26,Sampaloc
4PM 16-Feb-12,Electrical connection,26,Santa Ana
5AM 18-Feb-12,Electrical connection,25,Sampaloc
10AM 18-Feb-12,Alcohol Lamp Fire,25,Santa Ana
8PM 18-Feb-12,Electrical connection,25,Sampaloc
10AM 19-Feb-12,Electrical connection,29,Sampaloc
12PM 19-Feb-12,Open flame,29,Santa Cruz
12PM 20-Feb-12,"LPG Leak, Gas, Keresone, Charcoal Stove",24,Sampaloc
9PM 20-Feb-12,Electrical connection,24,Sampaloc
11AM 21-Feb-12,Electrical connection,29,Binondo
3PM 21-Feb-12,Electrical connection,29,Sampaloc
1AM 25-Feb-12,Open flame,28,Sampaloc
4AM 25-Feb-12,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Tondo
8AM 25-Feb-12,Matress Fire,28,Intramuros
2PM 25-Feb-12,Electrical connection,28,Santa Cruz
6PM 25-Feb-12,Electrical connection,28,Paco
12PM 28-Feb-12,Under Investigation,29,Tondo
7PM 29-Feb-12,Open flame,30,Santa Cruz
5PM 1-Mar-12,Candle,28,Ermita
12PM 5-Mar-12,Cigarette Butt,29,Tondo
2PM 5-Mar-12,Under Investigation,29,Sampaloc
9PM 5-Mar-12,Cigarette Butt,29,Malate
9AM 6-Mar-12,Electrical connection,29,Santa Ana
2PM 6-Mar-12,Cigarette Butt,29,Tondo
11AM 7-Mar-12,Candle,29,Quiapo
11PM 9-Mar-12,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",29,Intramuros
3AM 10-Mar-12,Electrical connection,28,Pandacan
11AM 10-Mar-12,Candle,28,Pandacan
2PM 10-Mar-12,Open flame,28,Sampaloc
10AM 11-Mar-12,Electrical connection,28,Pandacan
9AM 13-Mar-12,Electrical connection,27,Binondo
10AM 13-Mar-12,Electrical connection,27,Binondo
11AM 14-Mar-12,Open flame,27,Santa Ana
3PM 14-Mar-12,Cigarette Butt,27,Tondo
7PM 14-Mar-12,Electrical connection,27,Ermita
7PM 14-Mar-12,Electrical connection,27,Ermita
6AM 15-Mar-12,Electrical connection,28,Quiapo
7PM 15-Mar-12,Cigarette Butt,28,Tondo
3AM 16-Mar-12,Candle,28,Tondo
10AM 16-Mar-12,Under Investigation,28,Sampaloc
11AM 16-Mar-12,Electrical connection,28,Paco
1PM 16-Mar-12,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Santa Cruz
7PM 16-Mar-12,Electrical connection,28,Intramuros
10PM 16-Mar-12,Electrical connection,28,Pandacan
6AM 17-Mar-12,Air-conditioned Fire/Air-cooler/Fan,28,Santa Cruz
11AM 17-Mar-12,Electrical connection,28,Tondo
11AM 18-Mar-12,Open flame,28,Sampaloc
1PM 19-Mar-12,Cigarette Butt,28,Pandacan
11AM 20-Mar-12,Electrical connection,29,Santa Cruz
5AM 21-Mar-12,Cigarette Butt,29,Santa Cruz
10AM 22-Mar-12,Under Investigation,26,Malate
5PM 22-Mar-12,Electrical connection,26,Santa Cruz
5PM 22-Mar-12,Electrical connection,26,Sampaloc
3PM 23-Mar-12,Electrical connection,28,Ermita
4PM 23-Mar-12,Air-conditioned Fire/Air-cooler/Fan,28,Tondo
10PM 25-Mar-12,"LPG Leak, Gas, Keresone, Charcoal Stove",27,Tondo
2PM 26-Mar-12,Candle,27,Tondo
7PM 28-Mar-12,Electrical connection,29,Sampaloc
7PM 29-Mar-12,Electrical connection,25,Tondo
8PM 29-Mar-12,Electrical connection,25,Santa Cruz
7PM 30-Mar-12,Electrical connection,27,Malate
1PM 31-Mar-12,Electrical connection,26,Sampaloc
1AM 1-Apr-12,Under Investigation,29,Sampaloc
2PM 1-Apr-12,Air-conditioned Fire/Air-cooler/Fan,29,Sampaloc
11AM 2-Apr-12,Under Investigation,29,Tondo
9PM 2-Apr-12,Electrical connection,29,Santa Ana
11PM 3-Apr-12,Electrical connection,29,Sampaloc
3PM 7-Apr-12,Cigarette Butt,30,Santa Cruz
8PM 7-Apr-12,Electrical connection,30,Santa Cruz
9AM 8-Apr-12,Air-conditioned Fire/Air-cooler/Fan,30,Tondo
8PM 8-Apr-12,Candle,30,Tondo
10AM 9-Apr-12,Electrical connection,30,Binondo
1PM 9-Apr-12,Cigarette Butt,30,Tondo
7AM 10-Apr-12,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Tondo
7PM 10-Apr-12,Air-conditioned Fire/Air-cooler/Fan,30,Sampaloc
2AM 11-Apr-12,Chimney Fire,30,Tondo
8PM 11-Apr-12,Electrical connection,30,Tondo
2PM 12-Apr-12,Spontaneous combustion,31,Tondo
11AM 12-Apr-12,Electrical connection,31,Sampaloc
5PM 12-Apr-12,"LPG Leak, Gas, Keresone, Charcoal Stove",31,Santa Ana
5PM 12-Apr-12,Welding,31,Sampaloc
10AM 13-Apr-12,"LPG Leak, Gas, Keresone, Charcoal Stove",31,Sampaloc
6AM 14-Apr-12,Under Investigation,30,Santa Ana
11AM 14-Apr-12,Cigarette Butt,30,Paco
4PM 14-Apr-12,Electrical connection,30,Malate
10AM 15-Apr-12,Electrical connection,30,Tondo
1PM 15-Apr-12,Under Investigation,30,Santa Cruz
9AM 16-Apr-12,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Tondo
5PM 16-Apr-12,Candle,30,Paco
9PM 16-Apr-12,Alcohol Lamp Fire,30,San Miguel
10PM 16-Apr-12,Electrical connection,30,Tondo
8AM 17-Apr-12,Under Investigation,30,Ermita
5PM 17-Apr-12,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Quiapo
6PM 17-Apr-12,Air-conditioned Fire/Air-cooler/Fan,30,Ermita
6PM 17-Apr-12,Electrical connection,30,Ermita
10PM 17-Apr-12,Electrical connection,30,Tondo
1PM 18-Apr-12,Cigarette Butt,30,Santa Cruz
2PM 18-Apr-12,Cigarette Butt,30,Sampaloc
6PM 18-Apr-12,Electrical connection,30,Quiapo
6PM 18-Apr-12,Electrical connection,30,Sampaloc
1PM 19-Apr-12,Cigarette Butt,29,Santa Ana
4PM 19-Apr-12,Electrical connection,29,Sampaloc
9PM 19-Apr-12,Electrical connection,29,Tondo
4PM 21-Apr-12,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",31,Pandacan
11AM 22-Apr-12,Electrical connection,29,Paco
8PM 22-Apr-12,Electrical connection,29,Tondo
9AM 23-Apr-12,Electrical connection,31,Paco
9PM 23-Apr-12,Electrical connection,31,Malate
9AM 24-Apr-12,Electrical connection,33,Malate
11PM 25-Apr-12,Electrical connection,32,Sampaloc
9AM 25-Apr-12,Electrical connection,32,Tondo
1PM 25-Apr-12,Electrical connection,32,Sampaloc
10AM 26-Apr-12,Electrical connection,32,Paco
6PM 26-Apr-12,Electrical connection,32,Santa Ana
8PM 26-Apr-12,Chimney Fire,32,Sampaloc
8AM 27-Apr-12,"LPG Leak, Gas, Keresone, Charcoal Stove",32,Pandacan
5PM 27-Apr-12,Cigarette Butt,32,Santa Ana
8PM 27-Apr-12,Spontaneous combustion,32,Tondo
6PM 29-Apr-12,Electrical connection,32,Santa Cruz
8AM 30-Apr-12,"LPG Leak, Gas, Keresone, Charcoal Stove",32,Quiapo
3PM 30-Apr-12,"LPG Leak, Gas, Keresone, Charcoal Stove",32,Sampaloc
12PM 1-May-12,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Binondo
3PM 2-May-12,Electrical connection,29,Santa Ana
8PM 3-May-12,Electrical connection,30,Sampaloc
10PM 3-May-12,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",30,Santa Ana
1AM 5-May-12,Under Investigation,29,Santa Cruz
2AM 5-May-12,Electrical connection,29,Malate
1PM 5-May-12,Under Investigation,29,Malate
8PM 6-May-12,Electrical connection,29,Santa Ana
6PM 7-May-12,Electrical connection,29,Ermita
9PM 7-May-12,Electrical connection,29,Paco
10PM 7-May-12,Electrical connection,29,Tondo
8PM 8-May-12,Electrical connection,30,Tondo
3AM 9-May-12,Electrical connection,31,Santa Cruz
6PM 9-May-12,Electrical connection,31,Ermita
6PM 10-May-12,Electrical connection,30,Santa Cruz
7PM 10-May-12,Alcohol Lamp Fire,30,Santa Ana
3PM 11-May-12,Under Investigation,31,Sampaloc
4PM 11-May-12,Under Investigation,31,Tondo
2PM 12-May-12,Cigarette Butt,30,Tondo
8PM 12-May-12,Electrical connection,30,Tondo
10PM 15-May-12,Electrical connection,30,Sampaloc
1AM 16-May-12,Cigarette Butt,30,Tondo
1PM 16-May-12,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Sampaloc
1PM 18-May-12,Open flame,30,Sampaloc
7PM 18-May-12,Electrical connection,30,Sampaloc
7PM 18-May-12,Electrical connection,30,Pandacan
3PM 20-May-12,Electrical connection,29,Tondo
8PM 20-May-12,Electrical connection,29,Pandacan
9PM 21-May-12,Electrical connection,29,Pandacan
1PM 22-May-12,Air-conditioned Fire/Air-cooler/Fan,30,Sampaloc
6PM 22-May-12,Under Investigation,30,Sampaloc
1PM 24-May-12,Under Investigation,29,Binondo
8AM 25-May-12,Under Investigation,30,Pandacan
7PM 25-May-12,Electrical connection,30,Port Area
3PM 26-May-12,Air-conditioned Fire/Air-cooler/Fan,30,Pandacan
12AM 27-May-12,Electrical connection,30,Santa Ana
12PM 27-May-12,Open flame,30,Tondo
1PM 27-May-12,Electrical connection,30,Pandacan
12PM 28-May-12,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Sampaloc
2PM 28-May-12,Electrical connection,30,Sampaloc
4PM 28-May-12,Electrical connection,30,Sampaloc
7PM 28-May-12,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Santa Cruz
7PM 29-May-12,Electrical connection,29,Tondo
11AM 30-May-12,Under Investigation,28,Tondo
7PM 30-May-12,Electrical connection,28,Pandacan
10PM 30-May-12,Electrical connection,28,Tondo
4PM 31-May-12,Electrical connection,29,Santa Cruz
8PM 31-May-12,Electrical connection,29,Sampaloc
10AM 4-Jun-12,Electrical connection,29,Tondo
4PM 4-Jun-12,Electrical connection,29,Tondo
10AM 5-Jun-12,Electrical connection,30,Tondo
11AM 5-Jun-12,Under Investigation,30,Pandacan
7PM 5-Jun-12,Electrical connection,30,Ermita
10PM 5-Jun-12,Electrical connection,30,Ermita
11AM 6-Jun-12,"LPG Leak, Gas, Keresone, Charcoal Stove",30,San Miguel
8AM 7-Jun-12,Cigarette Butt,29,Sampaloc
6PM 7-Jun-12,Electrical connection,29,Tondo
9PM 7-Jun-12,Electrical connection,29,Tondo
4PM 8-Jun-12,Electrical connection,29,Ermita
1AM 9-Jun-12,Under Investigation,30,San Miguel
4PM 9-Jun-12,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Sampaloc
9PM 9-Jun-12,Electrical connection,30,Santa Ana
1PM 11-Jun-12,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Tondo
8PM 12-Jun-12,Electrical connection,29,Pandacan
8PM 13-Jun-12,Electrical connection,28,Tondo
10AM 14-Jun-12,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Santa Cruz
5PM 17-Jun-12,Under Investigation,27,Malate
8PM 17-Jun-12,Air-conditioned Fire/Air-cooler/Fan,27,Tondo
4PM 18-Jun-12,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Santa Cruz
6PM 18-Jun-12,Electrical connection,29,Sampaloc
9AM 19-Jun-12,Electrical connection,30,Paco
11AM 20-Jun-12,Cigarette Butt,30,Quiapo
7PM 20-Jun-12,Electrical connection,30,Santa Cruz
9AM 21-Jun-12,Electrical connection,30,Santa Cruz
2PM 21-Jun-12,Under Investigation,30,Sampaloc
11PM 22-Jun-12,Electrical connection,29,Santa Cruz
8AM 23-Jun-12,Cigarette Butt,30,Santa Cruz
1AM 24-Jun-12,Electrical connection,30,Santa Ana
4PM 24-Jun-12,Electrical connection,30,Santa Ana
7PM 24-Jun-12,Electrical connection,30,Tondo
12PM 25-Jun-12,Cigarette Butt,28,Tondo
8PM 25-Jun-12,Under Investigation,28,Tondo
5PM 28-Jun-12,Under Investigation,27,Pandacan
2PM 29-Jun-12,Under Investigation,28,Sampaloc
3PM 30-Jun-12,Electrical connection,30,Binondo
6PM 30-Jun-12,Electrical connection,30,Santa Cruz
10PM 1-Jul-12,Electrical connection,28,Santa Cruz
6AM 2-Jul-12,Electrical connection,28,Paco
8PM 6-Jul-12,Electrical connection,26,Pandacan
12PM 7-Jul-12,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Tondo
11AM 8-Jul-12,Electrical connection,30,Sampaloc
8PM 8-Jul-12,Matchstick and Lighter,30,Santa Ana
8PM 8-Jul-12,Electrical connection,30,Santa Cruz
9PM 8-Jul-12,Electrical connection,30,Tondo
12PM 9-Jul-12,Electrical connection,29,Sampaloc
4PM 10-Jul-12,Electrical connection,28,Ermita
12PM 11-Jul-12,Cigarette Butt,29,Intramuros
10PM 11-Jul-12,Electrical connection,29,Pandacan
2AM 12-Jul-12,Under Investigation,29,Tondo
2AM 12-Jul-12,Electrical connection,29,Sampaloc
2AM 13-Jul-12,Candle,29,Sampaloc
1PM 13-Jul-12,Other,29,Santa Ana
9PM 13-Jul-12,Cigarette Butt,29,Sampaloc
2PM 15-Jul-12,"LPG Leak, Gas, Keresone, Charcoal Stove",29,San Miguel
7PM 15-Jul-12,Electrical connection,29,Quiapo
7AM 17-Jul-12,Electrical connection,30,Quiapo
8PM 17-Jul-12,Electrical connection,30,Pandacan
7AM 19-Jul-12,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Sampaloc
12PM 19-Jul-12,Air-conditioned Fire/Air-cooler/Fan,29,Sampaloc
11PM 20-Jul-12,Electrical connection,26,Tondo
10PM 21-Jul-12,Electrical connection,24,Sampaloc
10PM 21-Jul-12,Electrical connection,24,Paco
1PM 23-Jul-12,Electrical connection,29,Santa Ana
6PM 23-Jul-12,Electrical connection,29,Ermita
10AM 24-Jul-12,Candle,29,Paco
12PM 24-Jul-12,Electrical connection,29,Santa Cruz
2PM 24-Jul-12,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Ermita
4PM 24-Jul-12,Under Investigation,29,Malate
12PM 25-Jul-12,Electrical connection,28,Tondo
12AM 26-Jul-12,Electrical connection,28,Malate
10AM 26-Jul-12,Electrical connection,28,Tondo
1PM 26-Jul-12,Electrical connection,28,Sampaloc
7PM 26-Jul-12,Electrical connection,28,Sampaloc
5PM 27-Jul-12,Electrical connection,28,Santa Cruz
11PM 27-Jul-12,Electrical connection,28,Paco
3AM 28-Jul-12,Open flame,27,Ermita
12AM 30-Jul-12,Electrical connection,26,Sampaloc
3AM 30-Jul-12,Electrical connection,26,Sampaloc
8AM 30-Jul-12,Electrical connection,26,Tondo
7PM 30-Jul-12,Electrical connection,26,Malate
5PM 31-Jul-12,Candle,28,Tondo
5AM 1-Aug-12,Electrical connection,27,Santa Ana
3PM 1-Aug-12,Electrical connection,27,Santa Ana
9PM 1-Aug-12,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",27,Ermita
9PM 2-Aug-12,Electrical connection,28,Pandacan
9PM 2-Aug-12,Electrical connection,28,Sampaloc
10PM 2-Aug-12,Electrical connection,28,Malate
11PM 2-Aug-12,Electrical connection,28,Santa Ana
8PM 3-Aug-12,Cigarette Butt,27,Sampaloc
10AM 5-Aug-12,Cigarette Butt,27,Santa Cruz
12PM 5-Aug-12,Electrical connection,27,Malate
4AM 6-Aug-12,Electrical connection,25,Santa Cruz
7AM 7-Aug-12,Air-conditioned Fire/Air-cooler/Fan,24,Sampaloc
9PM 7-Aug-12,Electrical connection,24,Santa Ana
11AM 8-Aug-12,Electrical connection,25,Tondo
12PM 8-Aug-12,Electrical connection,25,Santa Cruz
12PM 8-Aug-12,Electrical connection,25,Santa Cruz
1PM 8-Aug-12,Electrical connection,25,Santa Cruz
3PM 8-Aug-12,Electrical connection,25,Sampaloc
7PM 8-Aug-12,Electrical connection,25,Sampaloc
9PM 8-Aug-12,Electrical connection,25,Sampaloc
7PM 9-Aug-12,Air-conditioned Fire/Air-cooler/Fan,27,Santa Cruz
10PM 9-Aug-12,Electrical connection,27,Tondo
2PM 10-Aug-12,Electrical connection,29,Sampaloc
4PM 10-Aug-12,Candle,29,Santa Ana
10PM 10-Aug-12,Candle,29,Sampaloc
8PM 11-Aug-12,Electrical connection,28,Santa Cruz
10PM 11-Aug-12,Candle,28,Tondo
8AM 11-Aug-12,Electrical connection,28,Quiapo
8PM 12-Aug-12,Electrical connection,28,Malate
11AM 16-Aug-12,Electrical connection,26,Tondo
6PM 17-Aug-12,Electrical connection,29,Santa Cruz
8PM 17-Aug-12,Electrical connection,29,Sampaloc
3PM 18-Aug-12,Under Investigation,28,Santa Ana
2PM 19-Aug-12,Candle,28,Sampaloc
6PM 19-Aug-12,Electrical connection,28,Pandacan
11PM 20-Aug-12,Electrical connection,27,Sampaloc
10AM 22-Aug-12,Electrical connection,29,Santa Cruz
11AM 22-Aug-12,Under Investigation,29,Tondo
9AM 26-Aug-12,Electrical connection,29,Santa Ana
8PM 26-Aug-12,Electrical connection,29,Santa Cruz
9AM 27-Aug-12,Air-conditioned Fire/Air-cooler/Fan,29,Tondo
7PM 27-Aug-12,Electrical connection,29,Santa Cruz
12PM 3-Sep-12,Electrical connection,28,Tondo
3PM 3-Sep-12,Chimney Fire,28,Sampaloc
8AM 4-Sep-12,Electrical connection,28,Ermita
12AM 4-Sep-12,Electrical connection,28,Sampaloc
12AM 5-Sep-12,Electrical connection,27,Tondo
10AM 5-Sep-12,Christmas light,27,Santa Cruz
3PM 6-Sep-12,Under Investigation,28,Sampaloc
4PM 6-Sep-12,Electrical connection,28,Sampaloc
3PM 8-Sep-12,Electrical connection,29,Sampaloc
4PM 8-Sep-12,Electrical connection,29,Tondo
10PM 8-Sep-12,Electrical connection,29,Sampaloc
1AM 9-Sep-12,Other,29,Sampaloc
6PM 9-Sep-12,Candle,29,Santa Cruz
7PM 10-Sep-12,Electrical connection,28,Quiapo
7PM 13-Sep-12,Electrical connection,28,Santa Ana
9PM 14-Sep-12,Electrical connection,26,Pandacan
5AM 15-Sep-12,Electrical connection,26,Pandacan
2AM 16-Sep-12,Open flame,25,Paco
3PM 16-Sep-12,Candle,25,Santa Ana
6PM 16-Sep-12,Air-conditioned Fire/Air-cooler/Fan,25,Ermita
9PM 16-Sep-12,Electrical connection,25,Santa Cruz
9PM 16-Sep-12,Air-conditioned Fire/Air-cooler/Fan,25,Ermita
10AM 17-Sep-12,Electrical connection,29,Ermita
10PM 17-Sep-12,Electrical connection,29,Pandacan
11PM 17-Sep-12,Electrical connection,29,Port Area
8AM 18-Sep-12,Electrical connection,26,Sampaloc
7PM 18-Sep-12,Chimney Fire,26,Quiapo
6PM 19-Sep-12,Electrical connection,28,Sampaloc
8PM 19-Sep-12,Electrical connection,28,Sampaloc
11AM 20-Sep-12,Electrical connection,28,Malate
1AM 22-Sep-12,Christmas light,28,Tondo
