date,cause,temp,district
9AM 10-Jul-13,Cigarette Butt,28,Tondo
10PM 11-Jul-13,Electrical connection,28,Santa Ana
1AM 12-Jul-13,Battery-related / Cellphone / Charger,29,Sampaloc
9AM 13-Jul-13,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Santa Ana
11AM 13-Jul-13,Electrical connection,28,San Nicolas
3PM 13-Jul-13,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Tondo
5AM 15-Jul-13,Electrical connection,27,Santa Ana
2PM 15-Jul-13,Electrical connection,27,Santa Ana
6PM 15-Jul-13,Under Investigation,27,Quiapo
8PM 15-Jul-13,Electrical connection,27,Ermita
11AM 19-Jul-13,Electrical connection,29,Santa Cruz
8PM 19-Jul-13,Electrical connection,29,Pandacan
2PM 20-Jul-13,"LPG Leak, Gas, Keresone, Charcoal Stove",27,Intramuros
7PM 20-Jul-13,"LPG Leak, Gas, Keresone, Charcoal Stove",27,Quiapo
3AM 21-Jul-13,Electrical connection,31,Sampaloc
6PM 21-Jul-13,Under Investigation,31,Tondo
2AM 22-Jul-13,Under Investigation,29,Malate
11AM 22-Jul-13,Electrical connection,29,Ermita
12AM 23-Jul-13,Candle,26,Tondo
9PM 23-Jul-13,Electrical connection,26,Sampaloc
8AM 24-Jul-13,Electrical connection,28,Paco
3AM 25-Jul-13,Electrical connection,29,Tondo
11PM 25-Jul-13,Electrical connection,29,Pandacan
6AM 26-Jul-13,Electrical connection,29,Sampaloc
7PM 26-Jul-13,Electrical connection,29,Santa Cruz
2PM 27-Jul-13,Electrical connection,28,San Miguel
2AM 28-Jul-13,Electrical connection,26,Tondo
6PM 29-Jul-13,Electrical connection,27,Sampaloc
11AM 30-Jul-13,Electrical connection,28,Ermita
1AM 1-Aug-13,Under Investigation,27,Tondo
9PM 2-Aug-13,Electrical connection,28,Santa Cruz
6PM 3-Aug-13,Electrical connection,27,Tondo
9PM 3-Aug-13,Electrical connection,27,Santa Cruz
3PM 5-Aug-13,Electrical connection,30,Tondo
9PM 5-Aug-13,Electrical connection,30,Sampaloc
10PM 5-Aug-13,Electrical connection,30,Santa Ana
10AM 6-Aug-13,Electrical connection,26,Tondo
11AM 6-Aug-13,Electrical connection,26,Sampaloc
3PM 6-Aug-13,Open flame,26,Malate
7AM 7-Aug-13,Under Investigation,27,Tondo
7AM 8-Aug-13,Electrical connection,30,Paco
11AM 11-Aug-13,"LPG Leak, Gas, Keresone, Charcoal Stove",27,Tondo
10AM 13-Aug-13,Under Investigation,28,Binondo
11AM 13-Aug-13,Candle,28,Tondo
11AM 13-Aug-13,Electrical connection,28,Tondo
4PM 13-Aug-13,Electrical connection,28,San Miguel
7PM 14-Aug-13,Electrical connection,29,Malate
9PM 15-Aug-13,Electrical connection,30,Sampaloc
9AM 16-Aug-13,Candle,30,Tondo
11AM 16-Aug-13,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Sampaloc
11AM 16-Aug-13,Electrical connection,30,Binondo
1PM 17-Aug-13,Electrical connection,26,Sampaloc
9AM 18-Aug-13,Electrical connection,26,Pandacan
8PM 18-Aug-13,Electrical connection,26,Santa Mesa
10PM 18-Aug-13,Electrical connection,26,Tondo
2AM 19-Aug-13,Electrical connection,25,Tondo
7AM 19-Aug-13,Electrical connection,25,Tondo
7PM 19-Aug-13,Electrical connection,25,Pandacan
9PM 19-Aug-13,Electrical connection,25,Sampaloc
2AM 20-Aug-13,Electrical connection,24,Sampaloc
10AM 20-Aug-13,Electrical connection,24,Tondo
9PM 20-Aug-13,Electrical connection,24,Tondo
3AM 21-Aug-13,Electrical connection,25,Paco
9AM 21-Aug-13,Electrical connection,25,Tondo
1PM 21-Aug-13,Electrical connection,25,Ermita
1PM 21-Aug-13,Electrical connection,25,Sampaloc
12PM 23-Aug-13,Electrical connection,28,Santa Cruz
7PM 23-Aug-13,Electrical connection,28,Tondo
9PM 25-Aug-13,Electrical connection,27,Tondo
8AM 27-Aug-13,Electrical connection,27,Ermita
10PM 27-Aug-13,Electrical connection,27,Tondo
9AM 28-Aug-13,Electrical connection,28,Santa Cruz
11AM 28-Aug-13,Open flame,28,Binondo
5AM 29-Aug-13,Electrical connection,30,Sampaloc
11AM 29-Aug-13,Electrical connection,30,Malate
6AM 31-Aug-13,Electrical connection,29,Paco
6PM 1-Sep-13,Cigarette Butt,29,Tondo
8PM 1-Sep-13,Electrical connection,29,Paco
5PM 2-Sep-13,Open flame,29,Pandacan
5PM 2-Sep-13,Under Investigation,29,Sampaloc
6PM 2-Sep-13,Open flame,29,Sampaloc
8PM 2-Sep-13,Electrical connection,29,Sampaloc
12AM 3-Sep-13,Alcohol Lamp Fire,30,Sampaloc
8PM 3-Sep-13,Electrical connection,30,Paco
9AM 4-Sep-13,Electrical connection,27,Sampaloc
3PM 5-Sep-13,Electrical connection,27,Tondo
1PM 6-Sep-13,Electrical connection,26,Tondo
8PM 6-Sep-13,Electrical connection,26,Santa Cruz
2PM 7-Sep-13,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Ermita
10PM 7-Sep-13,Electrical connection,28,Ermita
9PM 8-Sep-13,Under Investigation,27,Tondo
9AM 9-Sep-13,Electrical connection,28,Tondo
8PM 9-Sep-13,Under Investigation,28,Tondo
7PM 10-Sep-13,Electrical connection,28,Tondo
7AM 11-Sep-13,Under Investigation,29,Tondo
1PM 11-Sep-13,Electrical connection,29,Paco
7PM 11-Sep-13,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Tondo
9AM 12-Sep-13,Under Investigation,27,Sampaloc
3PM 12-Sep-13,Cigarette Butt,27,Tondo
2AM 13-Sep-13,Under Investigation,27,Santa Cruz
11PM 13-Sep-13,Electrical connection,27,Santa Ana
8AM 15-Sep-13,"LPG Leak, Gas, Keresone, Charcoal Stove",25,Santa Ana
7PM 15-Sep-13,Electrical connection,25,Sampaloc
3AM 16-Sep-13,Electrical connection,26,Tondo
6PM 16-Sep-13,Electrical connection,26,Tondo
7PM 16-Sep-13,Electrical connection,26,Santa Ana
10PM 16-Sep-13,Electrical connection,26,Paco
11AM 18-Sep-13,Cigarette Butt,28,Quiapo
1PM 18-Sep-13,Electrical connection,28,Sampaloc
1PM 18-Sep-13,Chimney Fire,28,Sampaloc
5PM 18-Sep-13,Under Investigation,28,Malate
1PM 19-Sep-13,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Paco
12AM 21-Sep-13,Under Investigation,28,Tondo
11AM 21-Sep-13,Cigarette Butt,28,Santa Cruz
12AM 22-Sep-13,Electrical connection,25,Tondo
10AM 22-Sep-13,Electrical connection,25,Pandacan
4AM 23-Sep-13,Under Investigation,24,Santa Cruz
9AM 23-Sep-13,Electrical connection,24,Tondo
9AM 23-Sep-13,Under Investigation,24,Santa Cruz
10AM 23-Sep-13,Under Investigation,24,Tondo
3PM 23-Sep-13,Under Investigation,24,Sampaloc
6PM 23-Sep-13,Electrical connection,24,Quiapo
11AM 24-Sep-13,Electrical connection,26,Santa Cruz
12PM 24-Sep-13,Air-conditioned Fire/Air-cooler/Fan,26,Santa Cruz
9AM 25-Sep-13,Electrical connection,27,Paco
11AM 25-Sep-13,Electrical connection,27,Sampaloc
6PM 25-Sep-13,Electrical connection,27,Paco
10PM 25-Sep-13,"LPG Leak, Gas, Keresone, Charcoal Stove",27,Tondo
7AM 28-Sep-13,Electrical connection,27,Tondo
11PM 28-Sep-13,Electrical connection,27,Quiapo
12AM 29-Sep-13,Under Investigation,28,Ermita
11AM 29-Sep-13,Cigarette Butt,28,Santa Mesa
6PM 29-Sep-13,Electrical connection,28,San Miguel
8PM 29-Sep-13,Electrical connection,28,Santa Cruz
10PM 29-Sep-13,Electrical connection,28,Quiapo
5AM 30-Sep-13,Electrical connection,27,Quiapo
1PM 30-Sep-13,Air-conditioned Fire/Air-cooler/Fan,27,Ermita
6AM 1-Oct-13,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Tondo
7AM 1-Oct-13,Unattended cooking,28,San Miguel
9AM 3-Oct-13,Alcohol Lamp Fire,28,Tondo
3PM 4-Oct-13,Electrical connection,29,Santa Ana
12PM 5-Oct-13,Electrical connection,29,Intramuros
7PM 5-Oct-13,Electrical connection,29,Port Area
9AM 6-Oct-13,Cigarette Butt,26,Pandacan
12AM 7-Oct-13,Under Investigation,28,Tondo
10PM 8-Oct-13,Unattended cooking,27,Paco
9PM 9-Oct-13,Electrical connection,28,Binondo
11PM 9-Oct-13,Electrical connection,28,Paco
10PM 10-Oct-13,Electrical connection,28,Port Area
11PM 10-Oct-13,Candle,28,Paco
5AM 11-Oct-13,Electrical connection,25,Tondo
8AM 11-Oct-13,Electrical connection,25,Sampaloc
7PM 12-Oct-13,Electrical connection,26,Tondo
12PM 13-Oct-13,"LPG Leak, Gas, Keresone, Charcoal Stove",27,Sampaloc
2PM 14-Oct-13,Electrical connection,29,Santa Cruz
7PM 14-Oct-13,Electrical connection,29,Sampaloc
1PM 15-Oct-13,Air-conditioned Fire/Air-cooler/Fan,28,Intramuros
5PM 15-Oct-13,Electrical connection,28,Santa Cruz
6PM 15-Oct-13,Electrical connection,28,Port Area
8AM 16-Oct-13,Electrical connection,26,Port Area
10AM 16-Oct-13,Electrical connection,26,Ermita
9PM 16-Oct-13,Electrical connection,26,Binondo
2PM 17-Oct-13,Electrical connection,27,Quiapo
3AM 18-Oct-13,Matress Fire,27,Santa Ana
11PM 19-Oct-13,Electrical connection,29,Tondo
8AM 20-Oct-13,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Sampaloc
1PM 20-Oct-13,Cigarette Butt,28,Sampaloc
4PM 20-Oct-13,Electrical connection,28,Tondo
7PM 21-Oct-13,Electrical connection,28,Pandacan
3AM 22-Oct-13,Air-conditioned Fire/Air-cooler/Fan,28,Sampaloc
4PM 23-Oct-13,Electrical connection,27,Sampaloc
5PM 23-Oct-13,Under Investigation,27,Intramuros
8PM 25-Oct-13,Electrical connection,28,Pandacan
9AM 26-Oct-13,Electrical connection,26,Sampaloc
4PM 26-Oct-13,Candle,26,Santa Ana
7PM 27-Oct-13,Electrical connection,27,Santa Mesa
8PM 27-Oct-13,"LPG Leak, Gas, Keresone, Charcoal Stove",27,Tondo
9PM 27-Oct-13,Under Investigation,27,Sampaloc
3PM 28-Oct-13,Electrical connection,27,Ermita
11AM 30-Oct-13,Electrical connection,28,Tondo
12PM 30-Oct-13,Under Investigation,28,Sampaloc
5PM 31-Oct-13,Electrical connection,28,Sampaloc
1AM 1-Nov-13,Cigarette Butt,28,Sampaloc
12PM 1-Nov-13,Candle,28,Quiapo
11PM 2-Nov-13,Under Investigation,27,Paco
1AM 2-Nov-13,Electrical connection,27,Tondo
4PM 2-Nov-13,Under Investigation,27,Binondo
9PM 4-Nov-13,Under Investigation,28,Sampaloc
10AM 5-Nov-13,Electrical connection,26,Malate
10AM 6-Nov-13,Electrical connection,29,Santa Cruz
6AM 7-Nov-13,Electrical connection,28,Binondo
8AM 7-Nov-13,Battery-related / Cellphone / Charger,28,Sampaloc
11AM 7-Nov-13,Matchstick and Lighter,28,Tondo
5PM 8-Nov-13,Cigarette Butt,26,Ermita
1AM 9-Nov-13,Under Investigation,29,Santa Mesa
8AM 9-Nov-13,Electrical connection,29,Santa Cruz
11AM 9-Nov-13,Electrical connection,29,Santa Ana
8PM 10-Nov-13,Electrical connection,29,Santa Mesa
9PM 10-Nov-13,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Malate
10PM 12-Nov-13,Electrical connection,27,Tondo
8PM 14-Nov-13,Electrical connection,28,Sampaloc
8PM 14-Nov-13,Electrical connection,28,San Miguel
7AM 15-Nov-13,Electrical connection,29,Santa Mesa
6AM 17-Nov-13,Air-conditioned Fire/Air-cooler/Fan,28,Santa Ana
9AM 17-Nov-13,Electrical connection,28,Tondo
6PM 17-Nov-13,Electrical connection,28,Santa Ana
6PM 19-Nov-13,Electrical connection,26,Santa Cruz
4PM 19-Nov-13,Electrical connection,26,Sampaloc
9AM 20-Nov-13,Electrical connection,27,Sampaloc
12AM 21-Nov-13,Under Investigation,27,Sampaloc
11AM 21-Nov-13,Electrical connection,27,Paco
12PM 21-Nov-13,Cigarette Butt,27,Binondo
7PM 21-Nov-13,Air-conditioned Fire/Air-cooler/Fan,27,Santa Cruz
6AM 22-Nov-13,Under Investigation,27,Sampaloc
8PM 22-Nov-13,Open flame,27,Binondo
10PM 22-Nov-13,Air-conditioned Fire/Air-cooler/Fan,27,Tondo
5PM 22-Nov-15,Electrical connection,27,Malate
10AM 24-Nov-13,Candle,27,Tondo
7PM 24-Nov-13,Electrical connection,27,Tondo
10PM 26-Nov-13,Electrical connection,27,Sampaloc
6AM 27-Nov-13,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Malate
9AM 27-Nov-13,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Sampaloc
2PM 27-Nov-13,Under Investigation,28,Binondo
10PM 27-Nov-13,Candle,28,Quiapo
6PM 28-Nov-13,Electrical connection,29,Pandacan
4PM 30-Nov-13,Under Investigation,26,Paco
12PM 2-Dec-13,Electrical connection,27,San Miguel
8AM 5-Dec-13,Electrical connection,27,Ermita
6PM 5-Dec-13,Unattended cooking,27,Santa Cruz
1AM 6-Dec-13,Electrical connection,26,Port Area
5PM 6-Dec-13,Electrical connection,26,Sampaloc
11AM 7-Dec-13,Cigarette Butt,27,Pandacan
1AM 9-Dec-13,Electrical connection,28,Tondo
4PM 9-Dec-13,Electrical connection,28,Tondo
9PM 9-Dec-13,Electrical connection,28,Tondo
9AM 10-Dec-13,Electrical connection,28,Ermita
3PM 10-Dec-13,Electrical connection,28,Tondo
6AM 11-Dec-13,Electrical connection,27,Ermita
9AM 11-Dec-13,Electrical connection,27,Binondo
9PM 11-Dec-13,Electrical connection,27,Tondo
9AM 12-Dec-13,Under Investigation,28,Santa Mesa
9PM 13-Dec-13,Under Investigation,28,Sampaloc
2AM 14-Dec-13,Electrical connection,29,Ermita
11AM 16-Dec-13,Electrical connection,27,San Andres
4PM 16-Dec-13,Electrical connection,27,Tondo
12AM 17-Dec-13,Electrical connection,29,Tondo
9PM 18-Dec-13,Electrical connection,28,Ermita
8AM 19-Dec-13,Air-conditioned Fire/Air-cooler/Fan,28,Ermita
8PM 21-Dec-13,"LPG Leak, Gas, Keresone, Charcoal Stove",27,Tondo
1PM 23-Dec-13,Under Investigation,27,Sampaloc
12AM 24-Dec-13,Under Investigation,27,Malate
6PM 24-Dec-13,Electrical connection,27,Sampaloc
6PM 24-Dec-13,Electrical connection,27,Tondo
7PM 24-Dec-13,Electrical connection,27,Tondo
11AM 26-Dec-13,Electrical connection,28,Santa Mesa
2PM 28-Dec-13,Under Investigation,26,Santa Ana
10PM 28-Dec-13,"LPG Leak, Gas, Keresone, Charcoal Stove",26,Binondo
11AM 29-Dec-13,Under Investigation,26,Sampaloc
11AM 30-Dec-13,Under Investigation,27,Santa Cruz
7PM 30-Dec-13,Electrical connection,27,Sampaloc
8PM 31-Dec-13,Under Investigation,27,Pandacan
10PM 31-Dec-13,Electrical connection,27,Pandacan
10PM 31-Dec-13,Cigarette Butt,27,Tondo
12AM 1-Jan-14,Under Investigation,27,Binondo
1AM 1-Jan-14,Electrical connection,27,Binondo
4AM 1-Jan-14,Firecracker,27,Tondo
6PM 2-Jan-14,Firecracker,27,Tondo
9PM 2-Jan-14,Electrical connection,27,Tondo
10AM 3-Jan-14,Electrical connection,26,Tondo
4PM 3-Jan-14,Cigarette Butt,26,Binondo
8AM 4-Jan-14,Cigarette Butt,27,Binondo
3PM 4-Jan-14,Electrical connection,27,Santa Ana
2AM 7-Jan-14,Under Investigation,26,Paco
1PM 7-Jan-14,Cigarette Butt,26,Tondo
3PM 8-Jan-14,Cigarette Butt,26,Quiapo
7PM 8-Jan-14,Electrical connection,26,Santa Cruz
10AM 10-Jan-14,Electrical connection,25,Sampaloc
12PM 10-Jan-14,"LPG Leak, Gas, Keresone, Charcoal Stove",25,Binondo
2PM 10-Jan-14,Electrical connection,25,Ermita
12AM 11-Jan-14,Cigarette Butt,25,Sampaloc
9AM 11-Jan-14,Matchstick and Lighter,25,Santa Cruz
10AM 11-Jan-14,Electrical connection,25,Pandacan
10AM 13-Jan-14,Cigarette Butt,27,Santa Ana
3PM 13-Jan-14,Open flame,27,San Nicolas
12AM 14-Jan-14,Cigarette Butt,27,Sampaloc
9AM 14-Jan-14,Electrical connection,27,Sampaloc
8PM 14-Jan-14,Electrical connection,27,Santa Cruz
3AM 15-Jan-14,Under Investigation,26,Santa Ana
9AM 15-Jan-14,Electrical connection,26,Santa Ana
2PM 15-Jan-14,"LPG Leak, Gas, Keresone, Charcoal Stove",26,Sampaloc
5PM 15-Jan-14,Electrical connection,26,Santa Ana
3PM 16-Jan-14,Under Investigation,26,Tondo
3AM 18-Jan-14,Cigarette Butt,25,Sampaloc
10AM 18-Jan-14,Under Investigation,25,Port Area
6PM 18-Jan-14,Electrical connection,25,Quiapo
6PM 19-Jan-14,Firecracker,25,Sampaloc
7AM 20-Jan-14,"LPG Leak, Gas, Keresone, Charcoal Stove",24,Santa Cruz
3PM 20-Jan-14,Under Investigation,24,Binondo
7AM 22-Jan-14,Under Investigation,26,Santa Ana
8PM 22-Jan-14,Electrical connection,26,San Miguel
8PM 22-Jan-14,Electrical connection,26,Santa Cruz
11PM 22-Jan-14,Electrical connection,26,Tondo
1PM 24-Jan-14,Under Investigation,24,Malate
6PM 24-Jan-14,"LPG Leak, Gas, Keresone, Charcoal Stove",24,Tondo
7PM 24-Jan-14,Electrical connection,24,Tondo
10PM 24-Jan-14,Cigarette Butt,24,Tondo
11AM 25-Jan-14,"LPG Leak, Gas, Keresone, Charcoal Stove",22,Ermita
7PM 25-Jan-14,Open flame,22,Santa Ana
6AM 26-Jan-14,Cigarette Butt,24,Santa Cruz
2PM 26-Jan-14,Electrical connection,24,Santa Cruz
10AM 27-Jan-14,Arson,27,Tondo
7AM 28-Jan-14,Under Investigation,25,Pandacan
9AM 28-Jan-14,Open flame,25,Tondo
2PM 28-Jan-14,Matchstick and Lighter,25,Tondo
8PM 28-Jan-14,Under Investigation,25,Sampaloc
11AM 29-Jan-14,Electrical connection,25,Sampaloc
4PM 29-Jan-14,Cigarette Butt,25,Santa Ana
11PM 30-Jan-14,Cigarette Butt,25,Sampaloc
4PM 31-Jan-14,Cigarette Butt,25,Tondo
5PM 31-Jan-14,Electrical connection,25,Tondo
8PM 31-Jan-14,Electrical connection,25,Tondo
8PM 2-Feb-14,Air-conditioned Fire/Air-cooler/Fan,29,Pandacan
2AM 2-Feb-14,Cigarette Butt,29,Sampaloc
1PM 3-Feb-14,Under Investigation,28,Tondo
7PM 3-Feb-14,Electrical connection,28,Santa Ana
4AM 4-Feb-14,Candle,28,Sampaloc
2PM 4-Feb-14,Under Investigation,28,Quiapo
6PM 4-Feb-14,Electrical connection,28,Sampaloc
7PM 5-Feb-14,Air-conditioned Fire/Air-cooler/Fan,27,Sampaloc
2PM 6-Feb-14,Under Investigation,30,Malate
6PM 6-Feb-14,Electrical connection,30,Sampaloc
7PM 6-Feb-14,Electrical connection,30,Tondo
3PM 7-Feb-14,Cigarette Butt,28,Tondo
3PM 7-Feb-14,Open flame,28,Binondo
11AM 8-Feb-14,Matchstick and Lighter,23,Sampaloc
2PM 9-Feb-14,Electrical connection,28,Santa Cruz
5AM 10-Feb-14,Under Investigation,28,Sampaloc
9AM 10-Feb-14,Under Investigation,28,Santa Cruz
10AM 12-Feb-14,Electrical connection,25,Tondo
4PM 12-Feb-14,Under Investigation,25,Sampaloc
10AM 13-Feb-14,Open flame,26,Intramuros
1PM 13-Feb-14,Cigarette Butt,26,Ermita
3PM 13-Feb-14,"LPG Leak, Gas, Keresone, Charcoal Stove",26,Sampaloc
7PM 13-Feb-14,Open flame,26,Sampaloc
9PM 13-Feb-14,Candle,26,Santa Ana
4PM 14-Feb-14,Electrical connection,26,Intramuros
5PM 14-Feb-14,Electrical connection,26,Ermita
5PM 15-Feb-14,Candle,26,Tondo
9AM 16-Feb-14,Under Investigation,26,Ermita
2AM 18-Feb-14,Under Investigation,27,Santa Ana
9AM 18-Feb-14,Cigarette Butt,27,Santa Cruz
7PM 18-Feb-14,Electrical connection,27,Santa Ana
1AM 19-Feb-14,Cigarette Butt,25,Tondo
2PM 19-Feb-14,Cigarette Butt,25,Sampaloc
9PM 19-Feb-14,Electrical connection,25,Tondo
10PM 21-Feb-14,Cigarette Butt,26,Paco
11AM 22-Feb-14,Arson,26,Pandacan
4AM 24-Feb-14,Cigarette Butt,28,Sampaloc
8AM 24-Feb-14,Electrical connection,28,Malate
9AM 24-Feb-14,Electrical connection,28,Malate
9PM 25-Feb-14,Electrical connection,26,Ermita
8AM 26-Feb-14,"LPG Leak, Gas, Keresone, Charcoal Stove",26,Sampaloc
8AM 26-Feb-14,Electrical connection,26,Tondo
1AM 27-Feb-14,Electrical connection,26,Sampaloc
6AM 27-Feb-14,Electrical connection,26,Sampaloc
9AM 28-Feb-14,Under Investigation,27,Sampaloc
10PM 28-Feb-14,Electrical connection,27,Paco
8AM 2-Mar-14,Cigarette Butt,27,Sampaloc
4PM 2-Mar-14,Cigarette Butt,27,Tondo
8PM 2-Mar-14,Under Investigation,27,Malate
10AM 3-Mar-14,Cigarette Butt,29,Sampaloc
12PM 3-Mar-14,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Sampaloc
12PM 3-Mar-14,Electrical connection,29,Tondo
11AM 4-Mar-14,Other,28,Sampaloc
11PM 4-Mar-14,Electrical connection,28,Binondo
4PM 5-Mar-14,Under Investigation,27,Tondo
7PM 5-Mar-14,Cigarette Butt,27,Ermita
7PM 5-Mar-14,Electrical connection,27,Sampaloc
9PM 5-Mar-14,Electrical connection,27,Santa Mesa
6PM 6-Mar-14,Electrical connection,28,Pandacan
9AM 7-Mar-14,Cigarette Butt,26,Tondo
2PM 7-Mar-14,Electrical connection,26,Tondo
7PM 7-Mar-14,Electrical connection,26,Tondo
4PM 8-Mar-14,Electrical connection,26,Santa Cruz
2PM 9-Mar-14,Electrical connection,27,Pandacan
7PM 9-Mar-14,Electrical connection,27,Pandacan
4AM 11-Mar-14,Electrical connection,28,Sampaloc
11PM 11-Mar-14,Electrical connection,28,Quiapo
2PM 12-Mar-14,Cigarette Butt,29,Tondo
8PM 12-Mar-14,Candle,29,Sampaloc
7PM 13-Mar-14,Electrical connection,29,Pandacan
10PM 13-Mar-14,Electrical connection,29,Santa Cruz
12PM 14-Mar-14,Electrical connection,30,Sampaloc
10PM 15-Mar-14,Electrical connection,29,Quiapo
11PM 15-Mar-14,Electrical connection,29,Malate
2PM 16-Mar-14,Candle,28,Malate
2PM 17-Mar-14,Under Investigation,29,Tondo
7PM 17-Mar-14,Electrical connection,29,Pandacan
12AM 19-Mar-14,Open flame,29,Santa Cruz
2PM 19-Mar-14,Cigarette Butt,29,Quiapo
2PM 20-Mar-14,Under Investigation,29,Santa Cruz
12PM 21-Mar-14,Under Investigation,28,Sampaloc
5PM 21-Mar-14,Arson,28,Quiapo
6PM 21-Mar-14,Cigarette Butt,28,Ermita
2PM 22-Mar-14,Cigarette Butt,24,Tondo
9PM 22-Mar-14,Electrical connection,24,Sampaloc
12AM 23-Mar-14,Under Investigation,26,Tondo
1AM 23-Mar-14,Cigarette Butt,26,Sampaloc
10AM 23-Mar-14,Cigarette Butt,26,Santa Cruz
10PM 23-Mar-14,Air-conditioned Fire/Air-cooler/Fan,26,Tondo
4AM 24-Mar-14,"LPG Leak, Gas, Keresone, Charcoal Stove",26,Sampaloc
5PM 24-Mar-14,Electrical connection,26,San Nicolas
6PM 24-Mar-14,Electrical connection,26,Pandacan
8PM 24-Mar-14,Electrical connection,26,Sampaloc
9PM 24-Mar-14,Electrical connection,26,Malate
11PM 24-Mar-14,Under Investigation,26,Sampaloc
12AM 25-Mar-14,Electrical connection,28,Tondo
12PM 25-Mar-14,Electrical connection,28,Tondo
8PM 25-Mar-14,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Tondo
9AM 26-Mar-14,Cigarette Butt,30,Sampaloc
7PM 26-Mar-14,Electrical connection,30,Santa Ana
10PM 26-Mar-14,Candle,30,San Nicolas
4AM 27-Mar-14,Electrical connection,29,Pandacan
1AM 28-Mar-14,Cigarette Butt,31,Tondo
2PM 28-Mar-14,Electrical connection,31,Santa Cruz
1PM 29-Mar-14,Electrical connection,30,Santa Ana
3PM 30-Mar-14,Electrical connection,29,Ermita
4PM 30-Mar-14,Under Investigation,29,Ermita
10PM 30-Mar-14,Under Investigation,29,Binondo
2PM 31-Mar-14,Matress Fire,30,Tondo
3PM 31-Mar-14,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Tondo
6PM 2-Apr-14,Electrical connection,30,Tondo
9PM 2-Apr-14,Electrical connection,30,Santa Ana
1AM 3-Apr-14,Chimney Fire,30,Quiapo
2AM 3-Apr-14,Electrical connection,30,Quiapo
3PM 3-Apr-14,Cigarette Butt,30,Tondo
6PM 3-Apr-14,Matchstick and Lighter,30,Santa Ana
6PM 4-Apr-14,Electrical connection,31,Ermita
3PM 4-Apr-14,Candle,31,Santa Ana
5PM 4-Apr-14,Under Investigation,31,Santa Ana
7PM 4-Apr-14,Cigarette Butt,31,Quiapo
3PM 5-Apr-14,Electrical connection,30,Santa Ana
4PM 5-Apr-14,Under Investigation,30,Santa Cruz
10PM 5-Apr-14,Under Investigation,30,Sampaloc
2PM 6-Apr-14,Electrical connection,29,Sampaloc
4PM 6-Apr-14,Electrical connection,29,Tondo
6PM 6-Apr-14,Electrical connection,29,Sampaloc
8AM 7-Apr-14,Electrical connection,29,Ermita
7PM 7-Apr-14,Electrical connection,29,Sampaloc
9PM 7-Apr-14,Chimney Fire,29,Pandacan
10AM 8-Apr-14,Electrical connection,29,Tondo
3PM 8-Apr-14,Acetylene,29,Santa Cruz
7PM 8-Apr-14,Matchstick and Lighter,29,Tondo
10PM 8-Apr-14,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Santa Cruz
12PM 9-Apr-14,Cigarette Butt,29,Tondo
8AM 10-Apr-14,Under Investigation,29,Quiapo
3AM 11-Apr-14,Air-conditioned Fire/Air-cooler/Fan,29,Sampaloc
2PM 11-Apr-14,Electrical connection,29,Ermita
2PM 11-Apr-14,Electrical connection,29,Ermita
6PM 12-Apr-14,Electrical connection,29,Tondo
5AM 13-Apr-14,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Binondo
6PM 14-Apr-14,Acetylene,29,Sampaloc
4PM 15-Apr-14,Cigarette Butt,30,Ermita
11AM 17-Apr-14,Electrical connection,30,San Miguel
9PM 18-Apr-14,Electrical connection,30,Sampaloc
2AM 19-Apr-14,Under Investigation,30,Malate
9PM 19-Apr-14,Electrical connection,30,Sampaloc
3AM 20-Apr-14,Under Investigation,30,Sampaloc
9AM 21-Apr-14,Electrical connection,32,Santa Cruz
11AM 21-Apr-14,Under Investigation,32,Tondo
3PM 21-Apr-14,Electrical connection,32,Sampaloc
4PM 21-Apr-14,Open flame,32,Pandacan
11AM 22-Apr-14,Electrical connection,31,Quiapo
5PM 22-Apr-14,Acetylene,31,Santa Cruz
11PM 22-Apr-14,Electrical connection,31,Sampaloc
10AM 23-Apr-14,Under Investigation,31,Santa Ana
6PM 23-Apr-14,Cigarette Butt,31,San Miguel
9PM 23-Apr-14,Electrical connection,31,Pandacan
3PM 24-Apr-14,Bomb,30,Tondo
5PM 24-Apr-14,Electrical connection,30,Tondo
7AM 26-Apr-14,Under Investigation,30,Malate
2PM 26-Apr-14,Under Investigation,30,Sampaloc
4PM 26-Apr-14,Cigarette Butt,30,Tondo
6PM 26-Apr-14,Electrical connection,30,Tondo
6AM 27-Apr-14,Electrical connection,31,Ermita
11PM 27-Apr-14,Electrical connection,31,Pandacan
